"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1258 - 其祥-KY","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/27","        169,453,829","        129,214,563","        247,305,270","        194,805,270","1.51709296","0.0","         52,500,000","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","36.1	於不違反開曼公司法、本章程第13.4條及本條規定，且除任一股份所附之權利另有規定外，公司得依董事會決議通過，並經股東常會普通決議通過之盈餘分派議案分派盈餘。如有盈餘，於擬訂該盈餘分派議案時，董事會應就每會計年度提撥盈餘作為：(i)支付相關會計年度之稅捐；(ii)彌補歷年虧損；(iii)主管機關依公開發行公司規則要求提撥之特別盈餘公積。公司營運之業務係屬成熟穩定產業且目前正處成長期而有資金需求，在不違反開曼公司法之情形下，於合併歷年累積未分配盈餘而由董事會依本章程第36.5條規定，於每會計年度為發展目的而提撥適宜之特定數額作為準備金後，剩餘數額經股東同意後依下列次序及方式分派之：
(1)員工紅利不高於3%；
(2)董事酬勞不高於3%；及
(3)餘額分派股東股利，其分派之金額以不低於當年度稅後盈餘扣除應提列公積金、員工紅利及董事酬勞後之10%。
股東股利及員工紅利之分配依董事會決定得以現金或股票方式或現金搭配股票方式分配。分派股東之現金股利不少於股東股利總額之10%，惟現金股利發放比例得視當年度實際獲利及營運狀況調整之，員工紅利以股票方式分配時，符合一定條件之從屬公司員工得受股票紅利及現金紅利之分配。公司就未分派之股息及紅利概不支付利息。","",
"1259 - 安心","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/07","        246,641,221","        131,234,061","        364,593,957","        273,903,357","2.80000000","0.0","         90,690,600","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","公司年度總決算如有盈餘，應先提繳稅款、彌補累積虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時不在此限；
另視公司營運需要及法令規定提列特別盈餘公積，其餘除派付股息外，如尚有盈餘併同期初未分配盈餘，由董事會擬具盈餘分配案提請股東會決議分派之。","",
"1264 - 德麥","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/05/31","        423,958,521","        399,091,061","        782,996,259","        446,036,559","11.00000000","0.0","        336,959,700","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司正值成長階段，基於公司營運之需要暨股東權益最大化之考量，股利分配採剩餘股利政策，依本公司未來之資本預算規劃，衡量未來年度之資金需求，並綜合考量獲利狀況財務結構及每年盈餘稀釋程度等因素將當年度可分配盈餘提撥百分之二十以上分派股東紅利，股東紅利之分派得以現金或股票方式發放，其中現金股利之發放以不低於當年度全部股利之百分之二十。","",
"1268 - 漢來美食","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/03","         26,550,209","        181,350,510","         88,253,084","            253,084","2.75000000","1.75000000","        144,000,000","0.0","0.50000000","          1,600,000","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素而定，每年就可供分配盈餘提撥不低於10%分配股東股息紅利，惟累積可供分配盈餘低於實收股本1%時，得不予分配；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之20%。","",
"1336 - 台翰","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/20","                  0","       -149,079,588","       -149,346,048","       -149,346,048","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第二十條：本公司股利政策採穩健平衡原則，並參酌獲利狀況、財務結構及公司未來發展等因素，就當年度所分配之股利中提撥至少百分之二十發放現金股利。員工紅利如以股票方式發放，本公司之從屬公司之員工符合一定條件時，亦得分配之，其一定條件授權董事長訂定之。
　第廿一條：本公司每年決算後當期淨利，應先彌補虧損，次就其餘額提存百分之十為法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限。另依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，應先提全體員工紅利不低於百分之一，董事監察人酬勞不高於百分之三後，其餘併同以前年度累積未分配盈餘及當年度未分配盈餘調整數額，再由董事會擬具分派議案，提請股東會決議分派之。","",
"1565 - 精華","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/17","      1,200,727,293","      1,455,985,369","      2,506,671,325","      1,321,883,199","23.50000000","0.0","      1,184,788,126","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第廿四條：本公司每年度決算如有盈餘時，應依法提撥應納營利事業所得稅、彌補歷年虧損，如尚有餘額應依法提列法定盈餘公積百分之十後，再就其餘額，加計上年度累積未分配盈餘數，為累積可分配盈餘，由董事會擬具分派議案，提請股東會決議依下列比率分配之：一、員工紅利：不低於3%
二ˋ董事、監察人酬勞：不高於3%
三、其餘為股東股利
前項員工紅利以股票發放時，其對象得包括符合一定條件之從屬公司員工，相關辦法授權董事會訂定之。
第廿五條：本公司將考量公司所處環境及成長階段，因應未來資金需求及長期財務規劃，並滿足股東對現金流入之需求，本公司股利之分配，其中現金股利不得低於股利總額之百分之十。","",
"1569 - 濱川","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/22","        292,042,340","       -316,201,571","        -23,795,657","        -23,795,657","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度如有獲利，應提撥1%~10%為員工酬勞及不高於3%為董監酬勞，但公司
尚有累積虧損時，應預先保留彌補數額。
員工酬勞及董監酬勞之分派應由董事會以董事三分之二以上之出席及出席董事過
半數同意之決議行之，並報告股東會。員工酬勞之分派由董事會決議以股票或現
金分派發放，發放對象包含符合一定條件之從屬公司員工。
本公司年度總決算如有盈餘，依下列順序分派之： 
1、提繳稅捐。
2、彌補以往年度虧損。
3、提列百分之十為法定盈餘公積(但法定盈餘公積已達股本總額時不在此限)。
4、按法令規定提列或迴轉特別盈餘公積。
5、其餘加計期初未分配盈餘後由董事會擬訂盈餘分派案分派之，惟股利分配數額
不得低於當年度利潤依1至4規定數額扣除後剩餘數額之25%。
股利政策
本公司正處於企業成長階段，為考量公司財務結構及因應未來預計資本支出之需
要，本公司股利政策係以部分分派股票股利及部分分派現金股利，其中現金股利
百分之二十至百分之百，股票股利零至百分之八十。惟為維持公司每股獲利水準
，考量股票股利對公司營業績效之影響，如股利發放年度之每股盈餘較前一年度
衰退達百分之二十以上者，或得視資金情形，調整現金股利發放比例為百分之五
十至百分之百，股票股利零至百分之五十，依前述原則決定最適當之股利政策及
發放方式，由董事會擬具盈餘分派案，經股東會決議後辦理。","",
"1570 - 力肯","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/15","          7,860,814","         86,307,356","         84,540,863","         58,790,444","0.50000000","0.0","         25,750,419","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第23-1條：
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合業務規模拓展，考量公司資本支出及營運週轉所需，並同時兼顧股東利益。股東紅利之分派得以現金或股票方式發放，其中現金股利不得低於股東紅利之百分之十。","",
"1580 - 新麥","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/06","        367,721,938","        471,816,780","        784,454,442","        444,733,004","7.00000000","0.0","        339,721,438","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度如有獲利，應提撥百分之二至百分之十為員工酬勞，由董事會決議以股票或現金分派發放，其發放對象得包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不高於百分之五為董事酬勞。員工酬勞及董事酬勞分派案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董監酬勞。
本公司審計委員會設置前，監察人酬勞併同董事酬勞，以年度獲利之不高於五％分派，並準用本條之規定。
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於百分之二十分配股東股息紅利，分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之百分之二十。","",
"1584 - 精剛","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/20","                  0","       -114,283,762","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第二十三條：本公司年度如有獲利，應提撥
不低於百分之一為員工酬勞，由董事會決議
以股票或現金分派發放，其發放對象包含符
合一定條件之從屬公司員工；本公司得以上
開獲利數額，由董事會決議提撥不高於百分
之五為董事酬勞。員工酬勞及董事酬勞分派
案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數
額，再依前項比例提撥員工酬勞及董事酬勞
。

第二十三條之一：本公司年終結算如有盈餘
，除提付應納稅款外，應先彌補以往年度虧
損，次就其餘額提出百分之十為法定盈餘公
積，並得視業務需要或法令規定提列特別盈
餘公積，如尚有盈餘，加計前期累積未分配
盈餘後，由董事會擬定分配案，提請股東會
通過後分配之。
本公司正處於成長期，為因應未來營運擴展
計劃，盈餘之分派以現金股利為優先，亦得
搭配以股票股利之方式分派。","",
"1586 - 和勤","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/05/19","        177,881,699","        -12,137,145","        164,530,367","        164,530,367","0.0","0.0","                  0","0.0","1.00000000","          4,520,282","                  0","                  0","                  0","                  0","0.00000","無","","本公司當年度總決算如有盈餘，除依法繳納營
利事業所得稅及彌補以往年度虧損外，依先提
撥百分之十法定盈餘公積，但法定盈餘公積已
達資本總額時不在此限。再依法令提列或迴轉
特別盈餘公積後，就其餘額併同上年度累積未
分配盈餘由董事會擬具盈餘分配議案，提請股
東會決議分派股東股息紅利。
股利中至少提撥百分之五十發放現金股利。","",
"1591 - 駿吉-KY","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/16","         50,849,747","         39,325,825","          5,577,995","          5,577,995","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","103.	(1)Where the Company has profits (before income tax) at the end of the Company’s fiscal year, it shall, with the approval of the Board by way of a resolution passed by the Board in accordance with Article 89 and a report to the Members in general meeting, set aside not more than 3 percent (3 %) for bonuses of Directors and not less than three percent (3%) and not more than eight percent (8%) to employees of the Company and of its Subordinate Companies who are determined by the Board in its reasonable discretion, provided, however, that cumulative losses shall be deducted first from the profits of the year before the balance is used to calculated the bonuses for employees and Directors. 
本公司會計年度終了有獲利(稅前淨利)時，經董事會依第89條規定決議並報告股東會，提撥董事酬勞不超過百分之三，本公司及從屬公司員工酬勞不低於百分之三且不高於百分之八，員工酬勞分配由董事會決定，但年度獲利應先扣除累積虧損，再就餘額計算員工酬勞及董事酬勞。

(2) Any balance profit left, after paying all relevant taxes, setting aside reserves, and deducting such amount as may be recommended by the Board not to distribute, may, with the approval of the Members in general meeting by way of an Ordinary Resolution, be distributed to the Members as dividends.
    上述酬勞分派後之盈餘，於完納稅捐、提列公積及扣除董事會建議不分配之數額後，經股東常會普通決議分派給股東為股利。

104.	Since the Company is at the growth stage of its business, dividends will be in principle not less than 10% of the total retained earnings and may be distributed in the form of cash or  new shares and the ratio for cash dividend will be in principle not less than 5% of total distribution subject to adjustment in consideration of such factors as capital spending, financial health and business development. The Company may by Special Resolution, (a) determine that the whole or a part of the profit distributable as dividends and/or bonuses be distributed in the form of new shares to be issued by the Company or, (b) declare that a dividend be satisfied wholly or in part by the distribution of specific assets of any kind and in particular of paid up shares, debentures or warrants to subscribe securities of the Company or any other company, or in any one or more of such ways.  Any fraction of such newly issued shares shall be paid in cash.  The Board may resolve that no such assets shall be made available to Members with registered addresses in any particular territory or territories where, in the absence of a registration statement or other special formalities, such distribution of assets would or might, in the opinion of the Board, be unlawful or impracticable and in such event the only entitlement of the Members aforesaid shall be to receive cash payments as aforesaid.  Members affected as a result of the foregoing sentence shall not be or be deemed to be a separate class of Members for any purpose whatsoever.
    本公司於成長階段，股利以不低於可分配盈餘總數之百分之十為原則，股利分派得以現金股利或股票股利為之，現金股利比率以不低於股利總額百分之五為原則，但得視資本支出、健全財務及業務發展等因素調整。本公司得以股東會特別決議將(a)應分派股息或紅利之全部或一部，以發行新股方式為之；或(b)股息紅利之全部或一部，以分派資產，實收股份、債權股證或認購本公司或他公司有價證券之權證或其組合方式支付。畸零股得以現金支付。倘董事會認為股東受領實物分派未經登記或特定程序，依股東登記地址所在國家地區之法令屬違法或難以執行者，董事會對該股東得不為實物分派，而支付現金。前開股東不得視為不同種類之股東。","",
"1593 - 祺驊","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/24","         57,519,125","         95,564,017","        142,791,349","         56,434,753","2.85000000","0.15000000","         90,901,680","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司每年決算如有盈餘，應先提繳稅款，彌補已往虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列；其餘額再依法令規定提列或迴轉特別盈餘公積後，併同累計未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素，每年就可供分配盈餘提撥不低於10%分配股東股息紅利；分配股東股息紅利時，得以現金或股票方式為之，其中現金股利不低於股利總額之50%。
(公司章程內容, 係依105/6/24召開之105年股東常會決議通過修訂)","",
"1595 - 川寶","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/28","        783,521,150","        210,117,161","        971,959,567","        848,159,737","2.70000000","0.0","        104,456,110","0.49999989","0.0","          1,934,372","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提百分之十為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。","",
"1599 - 宏佳騰","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/27","         24,546,877","        308,166,762","        256,613,744","         54,201,401","3.00000000","0.0","        134,941,563","1.50000000","0.0","          6,747,078","                  0","                  0","                  0","                  0","0.00000","無","","本公司每年度決算如有盈餘時，應依法提繳稅捐、彌補虧損，次提百分之十為法定盈餘公積，但法定盈餘公積已達公司資本總額時，不在此限。另依相關法令規定提列或迴轉特別盈餘公積，剩餘部分併同期初未分配盈餘為股東累積可分配盈餘，由董事會擬定盈餘分配案提請股東會決議分配之。","",
"面額新台幣10元之公司"
"公司代號名稱","決議（擬議）進度","股利所屬年(季)度","股利所屬期間","期別","董事會（擬擬議）股利分派日","股東會日期","期初未分配盈餘/待彌補虧損(元)","本期淨利(淨損)(元)","可分配盈餘(元)","分配後期末未分配盈餘(元)","股東配發-盈餘分配之現金股利(元/股)","股東配發-法定盈餘公積、資本公積發放之現金(元/股)","股東配發-股東配發之現金(股利)總金額(元)","股東配發-盈餘轉增資配股(元/股)","股東配發-法定盈餘公積、資本公積轉增資配股(元/股)","股東配發-股東配股總股數(股)","董監酬勞(元)","員工紅利-現金紅利金額(元)","員工紅利-股票紅利金額(元)","員工紅利-股票紅利股數(股)","員工紅利-股票紅利股數佔盈餘轉增資之比例(%)","有無全數分派員工股票紅利而股東未配發股票股利之情事","股東會對於員工紅利及董監酬勞之決議情形與原董事會通過擬議內容之差異原因及合理性","摘錄公司章程-股利分派部分","備註",
"1742 - 台蠟","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/22","          4,332,167","       -123,432,207","       -118,154,532","       -118,154,532","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，應先提繳稅款、彌補已往虧損，次提百分之十為法定盈餘公積，並視需要酌提特別盈餘公積，其餘由董事會擬具分配案提請股東會決議。","",
"1752 - 南光","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/05/27","         18,842,888","        198,987,097","        194,931,604","        134,760,460","0.60000000","0.60000000","         60,171,144","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第廿五條：
為激勵員工及經營團隊，本公司依當年度稅前利益扣除分派員工酬勞及董事酬勞前之利益，於彌補虧損後，如尚有餘額應提撥不低於百分之三，不高於百分之七為員工酬勞及不高於百分之三為董事酬勞。 
員工酬勞以股票或現金方式分派時，應由董事會以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告於股東會。
員工酬勞發給股票或現金之對象包括符合一定條件之從屬公司員工。
第廿五條之一：
每年決算如有盈餘，除依法提繳稅款外，應先彌補以往年度虧損，次提百分之十法定公積後，並依法提列或迴轉特別盈餘公積後，為當年度稅後盈餘可分配數。如前項尚有餘額，於加計以前年度未分配盈餘後，除保留部分外，分派股東股息及紅利分配數額不低於百分之三十，其中至少百分之三十以上得以現金方式發放，其餘為未分配盈餘。  
(上述公司章程內容尚待105年股東常會通過)","",
"1777 - 生泰","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/17","        121,325,481","        156,240,725","        253,581,682","        148,373,257","3.50000000","0.0","        105,208,425","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司當年度如有獲利(所謂獲利係指稅前淨利扣除下述分派員工酬勞與董監酬勞前之利益)，於彌補虧損後，如尚有餘額依下列方式分派之：
1.就其餘額提撥百分之一至百分之十為員工酬勞。
2.就其餘額提撥不高於百分之三為董監酬勞。
前項員工酬勞得以股票或現金為之，其給付對象得包括符合董事會所訂條件之從屬公司員工。前項董監酬勞僅得以現金為之。
前二項分派應由薪資報酬委員會提報董事會，以董事三分之二以上之出席及出席董事過半數同意之決議行之，並報告股東會。","",
"1781 - 合世","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/16","                  0","        -62,028,522","        -60,486,530","        -60,486,530","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度總決算如有盈餘，應先提繳稅款、彌補歷年累積虧損，次提10%為法定盈餘公積，但法定盈餘公積已達公司資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積，如尚有盈餘，其餘額再加計以前年度累積未分配盈餘由董事會擬具分派議案，提請股東會決議後分派之。
原則上股東紅利為累積可分配盈餘之50%~100%，其中現金部份不低於10%。","",
"1784 - 訊聯","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/22","            477,089","         23,128,762","         20,555,850","                  0","0.41420761","0.0","         20,555,850","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第二十條之一:
本公司年度決算如有本期稅後淨利，應先彌補以往年度虧損(包括調整未分配盈餘金額)，次提撥百分之十為法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限。並依法令或主管機關規定提撥或迴轉特別盈餘公積。如尚有盈餘，併同期初未分配盈餘(包括調整未分配盈餘金額)為股東累積可分配盈餘，由董事會擬具盈餘分配案提請股東會決議分配之。","",
"1785 - 光洋科","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/12/28","     -2,490,813,509","     -1,056,436,353","                  0","                  0","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，依下列順序分派之。
一、提繳稅捐。
二、彌補虧損。
三、提存百分之十為法定盈餘公積。但法定盈餘公積累積達本公司資本額時，不在此限。
四、其他依法令規定或依主管機關命令提列或迴轉特別盈餘公積。
五、其餘加計以前年度之未分派盈餘，得酌於保留盈餘後，由董事會擬具盈餘分派議案，提請股東會決議之。","",
"1788 - 杏昌","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/02","        126,460,051","        216,886,329","        309,750,071","        134,750,071","5.00000000","0.0","        175,000,000","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第 廿 條：公司年度總決算如有盈餘，依下列順序分配之：
一、先提繳稅款。
二、彌補以前年度虧損。
三、提列百分之十為法定盈餘公積。
四、依法令或主管機關規定提撥或迴轉特別盈餘公積。
五、餘額再加計以往年度未分配盈餘作為可供分配盈餘，由董事會擬定分配議案提請股東會決議分配之。","",
"1799 - 易威","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/23","       -275,676,877","       -144,854,961","       -423,445,533","                  0","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度如有獲利(所謂獲利係指稅前利益扣除分派員工酬勞及董事酬勞前之利益)，於預先保留彌補累積虧損數額後，如尚有餘額，應提撥不低於百分之三為員工酬勞，由董事會決議以股票或現金分派發放，其發放對象包含符合一定條件之從屬公司員工；本公司得以上開獲利數額，由董事會決議提撥不高於百分之三為董事酬勞。員工酬勞及董事酬勞分派案應提股東會報告。
本公司年度決算如有盈餘，依法繳納稅捐，彌補累積虧損後，再提10%為法定盈餘公積，但法定盈餘公積已達本公司實收資本額時，得不再提列，其餘再依法令規定提列或迴轉特別盈餘公積；如尚有餘額，併同累積未分配盈餘，由董事會擬具盈餘分配議案，提請股東會決議分派股東股息紅利。
本公司股利政策係採平衡股利政策，須視公司目前及未來之投資環境、資金需求、國內外競爭狀況及資本預算等因素，兼顧股東利益、平衡股利及公司長期財務規劃等，每年經董事會通過後提交股東會，以決議盈餘分派之金額、股利之種類及比率；惟其中現金股利分派之比例不得低於股利總額之百分之二十。","",
"1813 - 寶利徠","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/05/31","        107,721,973","         98,758,226","        192,195,411","         98,924,391","2.00000000","0.0","         93,271,020","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","第三十條
本公司年度如有稅前獲利，應提撥不低於1.5%為員工酬勞，由董事會決議以股票或現金分派發放，其員工各別酬勞，公司經理人依其績效調整之；另本公司得以上開獲利數額，由董事會決議提撥不高於3%為董監酬勞。員工酬勞及董監酬勞分派案應提股東會報告。
但公司尚有累積虧損時，應預先保留彌補數額，再依前項比例提撥員工酬勞及董監酬勞。
第三十條之一
本公司年度總決算如有盈餘，應先提繳稅款，彌補以往虧損，次提撥百分之十為法定盈餘公積（但法定盈餘公積已達本公司資本總額時不在此限），並視需要酌提特別盈餘公積外，以餘額全部或部分連同以前年度累積未分配盈餘，由董事會視營運情況擬具盈餘分配議案，提請股東會決議分派股東股息紅利。本公司股利政策，係配合目前及未來之發展計畫、考量投資環境、資金需求及國內外競爭狀況，並兼顧股東利益等因素。","",
"1815 - 富喬","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/22","        280,182,306","        420,472,912","        622,309,036","        481,763,978","0.35000000","0.0","        140,545,058","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","股利政策:本公司年度決算如有盈餘，於依法繳納一切稅捐及彌補虧損後，先提百分之十為法定盈餘公積，再依相關法令或主管機關規定提列或迴轉特別盈餘公積後，如尚有盈餘，連同累積未分配盈餘，由董事會擬具盈餘分配案，提請股東會決議分派股東紅利。
本公司股利政策，係因應整體產業環境及業務規模拓展、並考量公司之資本支出計劃、現金流量及營運盈餘狀況，及兼顧股東利益，故股東紅利之發放以股票及現金互相搭配，其中現金股利以佔百分之二十以上為原則。","",
"2035 - 唐榮公司","股東會確認","104年 年度","104/01/01~104/12/31","1","0","105/06/22","     -1,146,020,412","       -930,462,308","     -2,096,751,503","                  0","0.0","0.0","                  0","0.0","0.0","                  0","                  0","                  0","                  0","                  0","0.00000","無","","本公司年度決算如有盈餘，於完納稅捐後，應先彌補以前年度虧損、次提10％法定盈餘公積，但法定盈餘公積已達資本總額時，不在此限，另並得依營運需要及依法令規定提列或迴轉特別盈餘公積，如尚有盈餘，得併同前一年度累積未分配盈餘，作為可供分配盈餘，由董事會視公司營運及財務情形擬具盈餘分配議案，提請股東會決議。
盈餘之分派得以現金股利或股票股利之方式為之，現金股利並不得低於當年度股利總額50%為原則，但現金股利每股若未達0.1元，即暫不配發。","",
